id	name	disease_id
471	EsophagealSquamousCellCarcinoma.1	45
472	EsophagealSquamousCellCarcinoma.2	45
473	EssentialThrombocythemia.2NS	46
474	EssentialThrombocythemia.1NS	46
475	EssentialThrombocythemia.3	46
476	FFI.1NS	47
477	FFI.2NS	47
478	FollicularLymphoma^^Cluster_of_size_1_3	48
479	FollicularLymphoma.1NS	48
480	FollicularLymphoma^^Cluster_of_size_1_2	48
481	FollicularLymphoma.5	48
482	FollicularLymphoma.4NS	48
483	FollicularLymphoma.6NS	48
484	GastricCancer.30NS	49
485	GastricCancer^^Cluster_of_size_1_27	49
486	GastricCancer.21NS	49
487	GastricCancer.15	49
488	GastricCancer.5	49
489	GastricCancer.8	49
490	GastricCancer.35NS	49
491	GastricCancer.3NS	49
492	GastricCancer.13	49
493	GastricCancer.12	49
494	GastricCancer.18	49
495	GastricCancer.11NS	49
496	GastricCancer.6NS	49
497	GastricCancer.14NS	49
498	GastricCancer.1	49
499	GastricCancer.23NSNS	49
500	GastricCancer.4NS	49
501	GastricCancer.20NSNS	49
502	GastricCancer.24NS	49
503	GastricCancer.2NS	49
504	GastricCancer.10NS	49
505	GastricCancer^^Cluster_of_size_1_7	49
506	GastricCancer.34NSNS	49
507	GastricCancer.17	49
508	GastricCancer.31NS	49
509	GastricCancer.29NS	49
510	GastricCancer.32NSNS	49
511	GastricCancer.33NSNS	49
512	GastricCancer.16NS	49
513	GastricCancer.19NS	49
514	GastricCancer.28NSNS	49
515	GastricCancer^^Cluster_of_size_1_9	49
516	GastricCancer.22NS	49
517	GastricCancer.25NS	49
518	GastricCancer^^Cluster_of_size_1_26	49
519	Glioblastoma.13	50
520	Glioblastoma.25	50
521	Glioblastoma.15	50
522	Glioblastoma.5	50
523	Glioblastoma.21NS	50
524	Glioblastoma.26	50
525	Glioblastoma.10	50
526	Glioblastoma.9	50
527	Glioblastoma^^Cluster_of_size_1_11	50
528	Glioblastoma.16	50
529	Glioblastoma.4	50
530	Glioblastoma.19	50
531	Glioblastoma.17	50
532	Glioblastoma.22	50
533	Glioblastoma.8	50
534	Glioblastoma.6	50
535	Glioblastoma^^Cluster_of_size_1_24	50
536	Glioblastoma.23	50
537	Glioblastoma^^Cluster_of_size_1_12	50
538	Glioblastoma.18NS	50
539	Glioblastoma.1	50
540	Glioblastoma.7	50
541	Glioblastoma.20	50
542	Glioblastoma^^Cluster_of_size_1_3	50
543	Glioblastoma.14	50
544	Glioblastoma.2	50
545	HCVInfection.1	51
546	HCVInfection.4	51
547	HCVInfection.2NS	51
548	HCVInfection.3	51
549	HepatitisBcarriersPBMC.3NS	52
550	HepatitisBcarriersPBMC.2	52
551	HepatitisBcarriersPBMC.1	52
552	Hepatoblastoma.2	53
553	Hepatoblastoma.1NS	53
554	HepatocellularCarcinoma.3NS	54
555	HepatocellularCarcinoma.1	54
556	HepatocellularCarcinoma.2	54
557	HepatocellularCarcinomaAssociatedToHepatitisB.11	55
558	HepatocellularCarcinomaAssociatedToHepatitisB.10	55
559	HepatocellularCarcinomaAssociatedToHepatitisB.1	55
560	HepatocellularCarcinomaAssociatedToHepatitisB.6	55
561	HepatocellularCarcinomaAssociatedToHepatitisB.8	55
562	HepatocellularCarcinomaAssociatedToHepatitisB.7	55
563	HepatocellularCarcinomaAssociatedToHepatitisB.9	55
564	HepatocellularCarcinomaAssociatedToHepatitisB.12	55
565	HepatocellularCarcinomaAssociatedToHepatitisB.5	55
566	HepatocellularCarcinomaAssociatedToHepatitisB.2	55
567	HepatocellularCarcinomaAssociatedToHepatitisB^^Cluster_of_size_1_3	55
568	HepatocellularCarcinomaAssociatedToHepatitisB.4NS	55
569	HPVCervix.2NS	56
570	HPVCervix.1	56
571	HPVCervix.3	56
572	HuntingtonsDisease.2	57
573	HuntingtonsDisease.1NS	57
574	HuntingtonsDisease.3NS	57
575	HutchinsonGilfordProgeria^^Cluster_of_size_1_1	58
576	HutchinsonGilfordProgeria^^Cluster_of_size_1_2	58
577	IdiopathicPulmonaryFibrosis.1	59
578	IdiopathicPulmonaryFibrosis.3	59
579	IdiopathicPulmonaryFibrosis.2NS	59
580	IdiopathicPulmonaryFibrosis.4	59
581	InterstitialCystitis.2NS	60
582	InterstitialCystitis.1	60
583	InterstitialLungDisease.2	61
584	InterstitialLungDisease.1NS	61
585	IrritableBowelSyndrome.38	62
586	IrritableBowelSyndrome.14NS	62
587	IrritableBowelSyndrome.12	62
588	IrritableBowelSyndrome.24	62
589	IrritableBowelSyndrome.23	62
590	IrritableBowelSyndrome.8	62
591	IrritableBowelSyndrome.5NS	62
592	IrritableBowelSyndrome.30	62
593	IrritableBowelSyndrome.21	62
594	IrritableBowelSyndrome.26	62
595	IrritableBowelSyndrome.37NS	62
596	IrritableBowelSyndrome.33NS	62
597	IrritableBowelSyndrome.20	62
598	IrritableBowelSyndrome.41	62
599	IrritableBowelSyndrome.34NS	62
600	IrritableBowelSyndrome.11	62
601	IrritableBowelSyndrome.10NS	62
602	IrritableBowelSyndrome.16	62
603	IrritableBowelSyndrome.6NS	62
604	IrritableBowelSyndrome.13	62
605	IrritableBowelSyndrome.17	62
606	IrritableBowelSyndrome.32	62
607	IrritableBowelSyndrome.19	62
608	IrritableBowelSyndrome.3	62
609	IrritableBowelSyndrome.9NS	62
610	IrritableBowelSyndrome.2	62
611	IrritableBowelSyndrome.36	62
612	IrritableBowelSyndrome.7	62
613	IrritableBowelSyndrome.22	62
614	IrritableBowelSyndrome.28	62
615	IrritableBowelSyndrome.35	62
616	IrritableBowelSyndrome.27NS	62
617	IrritableBowelSyndrome.39	62
618	IrritableBowelSyndrome^^Cluster_of_size_1_40	62
619	IrritableBowelSyndrome.18	62
620	IrritableBowelSyndrome.29	62
621	IrritableBowelSyndrome.15	62
622	IrritableBowelSyndrome.25	62
623	IrritableBowelSyndrome.1	62
624	IrritableBowelSyndrome.4	62
625	IrritableBowelSyndrome.31	62
626	IschemicHeart.1NS	63
627	IschemicHeart.2NS	63
628	IschemicStroke.5NS	64
629	IschemicStroke.4	64
630	IschemicStroke.3	64
631	IschemicStroke.2	64
632	IschemicStroke.1	64
633	ISCUMyopathy.2NS	65
634	ISCUMyopathy^^Cluster_of_size_1_1	65
635	JMML.10	66
636	JMML.3	66
637	JMML.6	66
638	JMML.16NS	66
639	JMML.7NS	66
640	JMML.1	66
641	JMML.4	66
642	JMML.15	66
643	JMML.9	66
644	JMML.13NS	66
645	JMML^^Cluster_of_size_1_17	66
646	JMML.5	66
647	JMML.8	66
648	JMML^^Cluster_of_size_1_2	66
649	JMML.11	66
650	JMML^^Cluster_of_size_1_14	66
651	JMML^^Cluster_of_size_1_12	66
652	JobsSyndrome.1NS	67
653	JobsSyndrome.2	67
654	KlinefeltersSyndrome.1NS	68
655	KlinefeltersSyndrome^^Cluster_of_size_1_2	68
656	LeighSyndrome.1	69
657	LeighSyndrome.4	69
658	LeighSyndrome.5NS	69
659	LeighSyndrome^^Cluster_of_size_1_2	69
660	LeighSyndrome.3NS	69
