disease_digraph_id	property	value
3888	appears_in	Hidalgo2009
3889	appears_in	Hidalgo2009
3890	appears_in	Hidalgo2009
3892	appears_in	Hidalgo2009
3895	appears_in	Hidalgo2009
3899	appears_in	Hidalgo2009
3900	appears_in	Hidalgo2009
3901	appears_in	Hidalgo2009
3903	appears_in	Hidalgo2009
3904	appears_in	Hidalgo2009
3905	appears_in	Hidalgo2009
3908	appears_in	Hidalgo2009
3910	appears_in	Hidalgo2009
3911	appears_in	Hidalgo2009
3925	appears_in	Hidalgo2009
3926	appears_in	Hidalgo2009
3929	appears_in	Jensen2014
3939	appears_in	Hidalgo2009
3940	appears_in	Hidalgo2009
3943	appears_in	Hidalgo2009
3944	appears_in	Hidalgo2009
3945	appears_in	Hidalgo2009
3950	appears_in	Hidalgo2009 Jensen2014
3951	appears_in	Hidalgo2009
3959	appears_in	Hidalgo2009
3960	appears_in	Hidalgo2009
3963	appears_in	Hidalgo2009
3964	appears_in	Hidalgo2009
3975	appears_in	Hidalgo2009
3976	appears_in	Hidalgo2009
3985	appears_in	Hidalgo2009
3987	appears_in	Hidalgo2009
3991	appears_in	Hidalgo2009
3992	appears_in	Hidalgo2009
3993	appears_in	Hidalgo2009
3994	appears_in	Hidalgo2009
3995	appears_in	Hidalgo2009
3996	appears_in	Hidalgo2009
3997	appears_in	Hidalgo2009
4003	appears_in	Hidalgo2009
4004	appears_in	Hidalgo2009
4008	appears_in	Hidalgo2009
4009	appears_in	Hidalgo2009
4011	appears_in	Hidalgo2009
4012	appears_in	Hidalgo2009
4013	appears_in	Hidalgo2009
4014	appears_in	Hidalgo2009
4015	appears_in	Hidalgo2009
4016	appears_in	Hidalgo2009
4017	appears_in	Hidalgo2009
4018	appears_in	Hidalgo2009
4020	appears_in	Hidalgo2009
4021	appears_in	Hidalgo2009
4022	appears_in	Hidalgo2009
4023	appears_in	Hidalgo2009
4024	appears_in	Hidalgo2009
4025	appears_in	Jensen2014
4033	appears_in	Hidalgo2009 Jensen2014
4034	appears_in	Hidalgo2009
4035	appears_in	Hidalgo2009
4036	appears_in	Hidalgo2009
4037	appears_in	Hidalgo2009
4040	appears_in	Hidalgo2009
4041	appears_in	Hidalgo2009
4044	appears_in	Hidalgo2009
4048	appears_in	Hidalgo2009
4050	appears_in	Hidalgo2009
4051	appears_in	Hidalgo2009
4056	appears_in	Hidalgo2009
4057	appears_in	Hidalgo2009
4058	appears_in	Hidalgo2009
4059	appears_in	Hidalgo2009
4060	appears_in	Hidalgo2009
4062	appears_in	Hidalgo2009
4063	appears_in	Hidalgo2009
4064	appears_in	Hidalgo2009
4065	appears_in	Hidalgo2009
4066	appears_in	Hidalgo2009
4067	appears_in	Hidalgo2009
4074	appears_in	Hidalgo2009
4079	appears_in	Hidalgo2009
4080	appears_in	Hidalgo2009
4081	appears_in	Hidalgo2009
4082	appears_in	Hidalgo2009
4088	appears_in	Hidalgo2009
4090	appears_in	Hidalgo2009
4094	appears_in	Hidalgo2009
4095	appears_in	Hidalgo2009
4096	appears_in	Hidalgo2009
4097	appears_in	Hidalgo2009
4098	appears_in	Hidalgo2009
4101	appears_in	Hidalgo2009
4102	appears_in	Hidalgo2009
4103	appears_in	Hidalgo2009
4104	appears_in	Hidalgo2009
4108	appears_in	Hidalgo2009
4109	appears_in	Hidalgo2009
4110	appears_in	Hidalgo2009
4111	appears_in	Hidalgo2009
4112	appears_in	Hidalgo2009
4113	appears_in	Hidalgo2009
4117	appears_in	Hidalgo2009
4118	appears_in	Hidalgo2009
4119	appears_in	Hidalgo2009
4120	appears_in	Hidalgo2009
4125	appears_in	Hidalgo2009
4126	appears_in	Hidalgo2009
4127	appears_in	Hidalgo2009
4128	appears_in	Hidalgo2009
4129	appears_in	Hidalgo2009
4130	appears_in	Hidalgo2009
4134	appears_in	Hidalgo2009
4135	appears_in	Hidalgo2009
4136	appears_in	Hidalgo2009
4137	appears_in	Hidalgo2009
4138	appears_in	Hidalgo2009
4140	appears_in	Hidalgo2009
4141	appears_in	Hidalgo2009
4142	appears_in	Hidalgo2009
4143	appears_in	Hidalgo2009
4145	appears_in	Hidalgo2009
4146	appears_in	Hidalgo2009
4147	appears_in	Hidalgo2009
4148	appears_in	Hidalgo2009
4150	appears_in	Hidalgo2009
4151	appears_in	Hidalgo2009
4153	appears_in	Hidalgo2009
4154	appears_in	Hidalgo2009
4155	appears_in	Hidalgo2009
4162	appears_in	Hidalgo2009
4165	appears_in	Hidalgo2009
4166	appears_in	Hidalgo2009
4169	appears_in	Hidalgo2009
4171	appears_in	Hidalgo2009
4177	appears_in	Hidalgo2009
4179	appears_in	Hidalgo2009
4180	appears_in	Hidalgo2009
4181	appears_in	Hidalgo2009
4184	appears_in	Hidalgo2009
4185	appears_in	Hidalgo2009
4186	appears_in	Hidalgo2009
4187	appears_in	Hidalgo2009
4188	appears_in	Hidalgo2009
4189	appears_in	Hidalgo2009
4190	appears_in	Hidalgo2009
4191	appears_in	Hidalgo2009
4195	appears_in	Hidalgo2009
4197	appears_in	Hidalgo2009
4199	appears_in	Hidalgo2009
4200	appears_in	Hidalgo2009
4202	appears_in	Hidalgo2009
4203	appears_in	Hidalgo2009
4207	appears_in	Hidalgo2009
4208	appears_in	Hidalgo2009
4209	appears_in	Hidalgo2009
4210	appears_in	Hidalgo2009
4211	appears_in	Hidalgo2009
4216	appears_in	Hidalgo2009
4217	appears_in	Hidalgo2009
4257	appears_in	Hidalgo2009
4258	appears_in	Hidalgo2009
4262	appears_in	Hidalgo2009
4264	appears_in	Hidalgo2009
4265	appears_in	Hidalgo2009
4270	appears_in	Hidalgo2009
4271	appears_in	Hidalgo2009
4281	appears_in	Hidalgo2009
4282	appears_in	Hidalgo2009
4285	appears_in	Hidalgo2009
4286	appears_in	Hidalgo2009
4287	appears_in	Hidalgo2009
4293	appears_in	Hidalgo2009
4294	appears_in	Hidalgo2009
4295	appears_in	Hidalgo2009
4302	appears_in	Hidalgo2009
4303	appears_in	Hidalgo2009
4305	appears_in	Hidalgo2009
4306	appears_in	Hidalgo2009
4307	appears_in	Hidalgo2009
4310	appears_in	Hidalgo2009
4311	appears_in	Hidalgo2009
4312	appears_in	Hidalgo2009
4313	appears_in	Hidalgo2009
4328	appears_in	Hidalgo2009
4329	appears_in	Hidalgo2009
4330	appears_in	Hidalgo2009
4331	appears_in	Hidalgo2009
4333	appears_in	Hidalgo2009
4334	appears_in	Hidalgo2009
4335	appears_in	Hidalgo2009
4337	appears_in	Hidalgo2009
4338	appears_in	Hidalgo2009
4339	appears_in	Hidalgo2009
4340	appears_in	Hidalgo2009
4341	appears_in	Hidalgo2009
4342	appears_in	Hidalgo2009
4343	appears_in	Hidalgo2009
4344	appears_in	Hidalgo2009
4345	appears_in	Hidalgo2009
4346	appears_in	Hidalgo2009
4347	appears_in	Hidalgo2009
4348	appears_in	Hidalgo2009
4349	appears_in	Hidalgo2009
4350	appears_in	Hidalgo2009
4351	appears_in	Hidalgo2009
4352	appears_in	Hidalgo2009
4353	appears_in	Hidalgo2009
4355	appears_in	Hidalgo2009
4357	appears_in	Hidalgo2009
4358	appears_in	Hidalgo2009
4368	appears_in	Hidalgo2009
4378	appears_in	Hidalgo2009
4392	appears_in	Hidalgo2009
4396	appears_in	Hidalgo2009
4397	appears_in	Hidalgo2009
4402	appears_in	Hidalgo2009
4407	appears_in	Hidalgo2009
4408	appears_in	Hidalgo2009
4409	appears_in	Hidalgo2009
4412	appears_in	Hidalgo2009
4413	appears_in	Hidalgo2009
4414	appears_in	Hidalgo2009
4415	appears_in	Hidalgo2009
4416	appears_in	Hidalgo2009
4426	appears_in	Hidalgo2009
4431	appears_in	Hidalgo2009
4437	appears_in	Hidalgo2009
4438	appears_in	Hidalgo2009
4451	appears_in	Hidalgo2009
4452	appears_in	Hidalgo2009
4458	appears_in	Hidalgo2009
4459	appears_in	Hidalgo2009
4468	appears_in	Hidalgo2009
4469	appears_in	Hidalgo2009
4470	appears_in	Hidalgo2009
4476	appears_in	Hidalgo2009
4477	appears_in	Hidalgo2009
4478	appears_in	Hidalgo2009
4479	appears_in	Hidalgo2009
4480	appears_in	Hidalgo2009
4481	appears_in	Hidalgo2009
4482	appears_in	Hidalgo2009
4483	appears_in	Hidalgo2009
4490	appears_in	Hidalgo2009
4492	appears_in	Hidalgo2009
4493	appears_in	Hidalgo2009
4494	appears_in	Hidalgo2009
4495	appears_in	Hidalgo2009
4502	appears_in	Hidalgo2009
4506	appears_in	Hidalgo2009
4514	appears_in	Hidalgo2009
4515	appears_in	Hidalgo2009
4516	appears_in	Hidalgo2009
4517	appears_in	Hidalgo2009
4518	appears_in	Hidalgo2009
4519	appears_in	Hidalgo2009
4521	appears_in	Hidalgo2009
4522	appears_in	Hidalgo2009
4530	appears_in	Hidalgo2009
4531	appears_in	Hidalgo2009
4537	appears_in	Hidalgo2009
4538	appears_in	Hidalgo2009
4539	appears_in	Hidalgo2009
4540	appears_in	Hidalgo2009
4547	appears_in	Hidalgo2009
4548	appears_in	Hidalgo2009
4557	appears_in	Hidalgo2009
4558	appears_in	Hidalgo2009
4579	appears_in	Hidalgo2009
4581	appears_in	Hidalgo2009
4587	appears_in	Hidalgo2009
4588	appears_in	Hidalgo2009
4592	appears_in	Hidalgo2009
4593	appears_in	Hidalgo2009
4604	appears_in	Hidalgo2009
4605	appears_in	Hidalgo2009
4606	appears_in	Hidalgo2009
4607	appears_in	Hidalgo2009
4608	appears_in	Hidalgo2009
4614	appears_in	Hidalgo2009
4615	appears_in	Hidalgo2009
4616	appears_in	Hidalgo2009
4620	appears_in	Hidalgo2009
4621	appears_in	Hidalgo2009
4623	appears_in	Hidalgo2009
4624	appears_in	Hidalgo2009
4625	appears_in	Hidalgo2009
4626	appears_in	Hidalgo2009
4627	appears_in	Hidalgo2009
4628	appears_in	Hidalgo2009
4639	appears_in	Hidalgo2009
4640	appears_in	Hidalgo2009
4641	appears_in	Hidalgo2009
4642	appears_in	Hidalgo2009
4644	appears_in	Hidalgo2009
4645	appears_in	Hidalgo2009
4646	appears_in	Hidalgo2009
4647	appears_in	Hidalgo2009
4648	appears_in	Hidalgo2009
4649	appears_in	Hidalgo2009
4655	appears_in	Hidalgo2009
4656	appears_in	Hidalgo2009
4657	appears_in	Hidalgo2009
4658	appears_in	Hidalgo2009
4659	appears_in	Hidalgo2009
4661	appears_in	Hidalgo2009
4662	appears_in	Hidalgo2009
4663	appears_in	Hidalgo2009
4664	appears_in	Hidalgo2009
4666	appears_in	Hidalgo2009
4667	appears_in	Hidalgo2009
4668	appears_in	Hidalgo2009
4672	appears_in	Hidalgo2009
4673	appears_in	Hidalgo2009
4674	appears_in	Hidalgo2009
4675	appears_in	Hidalgo2009
4681	appears_in	Hidalgo2009
4682	appears_in	Hidalgo2009
4684	appears_in	Hidalgo2009
4685	appears_in	Hidalgo2009
4686	appears_in	Hidalgo2009
4687	appears_in	Hidalgo2009
4688	appears_in	Hidalgo2009
4698	appears_in	Hidalgo2009
4699	appears_in	Hidalgo2009
4703	appears_in	Hidalgo2009
4704	appears_in	Hidalgo2009
4705	appears_in	Hidalgo2009
4710	appears_in	Hidalgo2009 Jensen2014
4711	appears_in	Hidalgo2009
4719	appears_in	Jensen2014
4723	appears_in	Hidalgo2009
4724	appears_in	Hidalgo2009
4730	appears_in	Hidalgo2009
4731	appears_in	Hidalgo2009
4736	appears_in	Hidalgo2009
4737	appears_in	Hidalgo2009
4738	appears_in	Hidalgo2009
4739	appears_in	Hidalgo2009
4740	appears_in	Hidalgo2009
4741	appears_in	Hidalgo2009
4742	appears_in	Hidalgo2009
4744	appears_in	Hidalgo2009
4745	appears_in	Hidalgo2009
4747	appears_in	Hidalgo2009 Jensen2014
4748	appears_in	Hidalgo2009
4749	appears_in	Hidalgo2009 Jensen2014
4750	appears_in	Hidalgo2009
